2000 
99,6
13,45
107,101
173,128
116,27
102,109
121,5
17,112
169,36
40,22
8,184
186,52
198,29
6,4
65,58
125,52
111,200
103,160
110,70
102,49
110,100
182,7
142,123
40,98
121,74
189,168
89,86
159,106
164,75
144,125
199,68
121,114
182,145
197,133
72,113
19,57
102,121
41,100
16,69
65,145
9,84
70,92
45,70
146,24
108,144
147,18
66,47
56,22
77,24
118,72
92,194
127,109
3,117
148,30
120,60
15,131
138,70
16,48
81,162
85,176
20,9
139,77
149,81
107,17
161,108
19,106
61,163
175,167
31,46
66,120
169,66
8,133
147,140
170,73
42,123
180,139
120,127
52,124
80,83
38,179
176,23
137,24
133,11
138,145
52,4
169,24
126,57
44,140
169,97
57,172
197,98
51,87
53,1
191,49
54,57
186,53
147,143
54,200
120,12
189,176
124,134
55,142
182,141
43,125
117,60
47,95
36,90
174,127
178,164
169,153
33,90
198,47
193,31
177,18
175,149
180,150
51,120
185,69
117,188
46,126
80,75
143,175
138,7
53,100
175,192
118,192
58,124
188,125
139,139
30,64
34,131
56,0
179,110
85,73
98,75
104,183
53,161
157,30
160,13
58,117
191,138
76,144
196,76
56,186
121,94
36,183
165,40
45,125
171,89
167,87
121,135
180,111
54,105
93,38
194,37
164,166
6,125
20,200
15,34
1,176
45,37
51,3
80,165
164,10
186,64
11,29
190,155
20,82
40,148
121,159
100,62
193,200
103,73
98,42
23,69
73,72
82,163
27,111
118,62
136,115
187,49
175,26
147,111
128,93
148,189
96,114
5,92
128,39
191,90
180,36
154,178
45,171
81,127
49,188
145,53
7,25
191,106
120,129
83,5
53,80
199,35
138,82
8,139
40,137
140,53
54,14
146,199
77,1
47,148
140,9
152,179
42,85
40,188
97,133
104,184
106,80
139,118
124,137
36,156
14,136
10,175
127,86
34,165
80,93
28,187
125,52
15,8
113,190
163,168
190,6
191,100
93,102
125,161
103,84
96,13
51,58
84,168
104,63
42,144
102,19
97,90
175,164
185,149
42,158
74,50
199,114
102,167
163,29
95,133
31,56
174,125
190,168
81,76
19,143
191,8
52,43
42,149
146,96
188,187
160,177
70,168
146,164
75,156
14,127
116,179
138,161
165,13
168,126
4,192
108,126
83,39
195,53
152,44
3,23
57,138
141,93
109,165
187,168
89,134
131,91
68,12
37,10
64,125
186,94
170,164
50,167
119,35
101,84
128,77
74,44
82,81
12,132
182,97
13,49
187,166
75,10
160,59
67,96
12,36
181,130
46,195
58,76
47,80
169,175
104,52
189,166
103,112
163,91
188,121
22,85
164,33
113,57
86,65
40,15
191,33
38,141
35,135
83,65
174,117
110,51
42,158
167,109
5,185
135,13
182,183
198,87
79,51
0,174
115,62
76,169
3,11
56,34
92,86
3,26
69,105
191,8
152,33
185,40
11,104
59,117
172,149
57,87
176,198
29,21
10,144
131,59
146,10
108,77
29,23
160,146
112,133
167,156
87,28
156,150
120,58
138,58
117,37
29,156
64,196
178,120
192,127
83,64
152,34
114,176
153,48
187,19
160,15
162,178
128,150
162,50
5,47
90,66
98,71
87,129
77,180
184,14
42,89
123,185
122,82
52,100
60,77
4,121
67,195
67,104
29,200
136,26
89,146
145,100
71,145
55,90
53,34
4,5
117,160
190,93
187,96
200,118
40,22
158,136
80,128
23,87
48,107
113,101
199,107
198,59
70,153
163,109
22,146
174,42
100,185
34,57
127,176
16,108
131,145
151,173
94,149
19,17
141,30
89,101
45,22
30,134
107,174
4,182
146,69
72,144
124,46
114,171
122,83
1,164
151,55
14,159
84,71
44,70
131,49
81,96
19,158
29,158
181,13
37,184
59,71
107,79
59,94
124,103
146,18
91,166
172,38
144,20
45,20
39,153
83,49
149,134
65,124
104,20
33,68
141,91
156,120
115,28
37,41
182,179
176,190
159,68
56,104
7,70
59,112
61,51
97,1
177,129
103,193
112,4
158,131
10,50
85,11
57,135
143,124
22,42
69,12
178,23
3,192
82,193
142,187
42,135
15,93
152,61
125,148
86,77
114,145
135,18
83,167
194,134
168,69
0,22
79,88
190,194
14,172
169,98
166,124
173,199
38,188
101,191
14,191
141,8
55,88
114,160
141,67
178,36
119,196
4,57
45,173
36,93
130,2
43,27
163,87
92,125
58,46
3,148
15,23
123,125
5,112
42,61
192,32
23,106
39,82
64,14
149,88
176,51
4,4
62,122
160,25
107,197
136,147
25,135
48,131
65,144
34,116
96,46
21,140
6,26
12,65
43,165
108,130
9,105
189,70
107,42
10,128
180,148
2,147
11,53
56,55
147,199
118,180
2,30
53,174
134,66
33,171
181,141
197,187
23,78
27,147
199,198
20,102
93,166
66,197
155,53
134,57
169,85
35,186
39,174
142,12
180,166
107,84
35,143
178,40
19,192
126,171
196,140
187,85
57,108
111,109
194,4
8,93
88,119
136,132
110,178
114,195
162,3
39,38
138,180
86,76
97,132
152,27
156,98
8,50
115,184
7,69
171,187
162,9
130,45
64,200
87,194
21,139
191,200
143,33
106,123
193,146
31,103
90,45
42,20
46,118
27,171
6,137
19,40
31,162
44,102
60,42
110,118
20,153
187,191
86,147
166,67
121,43
63,88
70,20
65,166
103,47
171,116
116,71
72,138
110,148
22,17
113,20
136,61
199,103
43,156
133,79
45,100
14,146
45,141
119,156
60,83
150,77
173,30
117,65
76,35
8,29
57,63
73,88
180,95
75,60
57,109
56,33
85,27
43,191
17,136
131,109
180,172
46,132
28,6
19,151
156,175
152,12
198,77
106,56
154,58
185,77
10,75
175,186
119,110
57,172
136,34
77,180
180,105
8,120
149,159
36,6
192,40
10,199
61,150
113,30
188,73
76,143
21,6
94,128
156,78
122,154
40,87
135,134
88,151
79,117
176,85
128,43
178,141
131,155
124,64
144,152
197,64
113,111
16,128
126,153
128,86
96,73
175,10
20,24
51,11
123,50
17,186
199,110
151,33
52,52
194,60
43,67
143,185
81,122
136,20
94,9
200,172
57,3
23,28
200,162
48,35
158,191
158,183
113,186
55,178
34,159
170,106
115,4
27,138
46,167
3,186
155,117
1,136
42,160
6,122
86,110
61,40
142,198
95,140
164,161
80,86
152,146
125,113
143,150
129,152
163,187
21,170
42,37
108,105
12,69
184,91
51,60
121,146
63,91
23,196
21,183
121,191
165,179
153,7
186,164
135,40
86,22
9,5
66,115
114,176
153,126
173,125
104,138
42,108
108,54
165,135
50,138
118,96
160,172
164,69
19,162
83,117
20,5
180,25
33,19
87,152
39,188
138,187
9,158
51,105
5,166
146,115
6,111
146,83
33,198
142,157
134,73
92,132
132,54
16,74
38,87
106,94
128,107
169,75
73,119
15,151
55,145
110,111
120,61
88,80
149,42
103,28
99,73
86,75
146,128
124,36
154,167
35,130
139,86
126,157
104,155
116,159
169,173
0,39
14,195
162,184
50,111
21,125
14,163
166,106
106,5
43,173
30,104
41,155
12,89
180,67
156,69
3,183
131,13
120,52
130,12
43,145
19,88
142,45
161,99
83,137
0,97
70,155
78,67
119,150
9,51
154,32
55,69
175,166
39,27
107,170
59,36
155,172
182,123
8,67
46,123
28,75
34,143
22,169
181,9
158,91
20,167
124,44
57,53
36,89
188,24
107,99
176,146
122,17
143,138
27,180
15,186
119,146
89,112
169,69
0,28
5,197
34,97
122,8
147,167
49,68
152,23
0,68
137,31
50,69
23,19
197,12
193,97
41,173
20,125
146,165
178,190
166,29
74,22
143,55
148,62
30,76
72,94
105,188
23,195
64,178
113,56
39,171
200,102
97,1
88,147
194,95
131,130
81,168
30,23
87,87
100,97
5,93
196,131
104,42
51,41
29,56
186,39
182,33
39,165
154,112
186,200
119,172
86,3
21,189
48,117
145,1
43,59
119,141
145,93
176,89
13,59
4,21
86,41
57,9
7,15
42,159
31,188
171,69
194,6
37,71
190,38
58,169
165,72
21,195
13,163
100,182
31,18
93,129
103,21
185,116
15,29
50,140
97,120
162,50
191,13
167,77
178,118
134,105
1,28
11,79
200,137
107,56
104,52
50,42
4,159
103,165
191,176
169,49
196,134
50,156
24,178
132,104
185,35
151,60
13,159
77,4
61,171
44,115
188,165
135,56
129,104
78,170
37,118
18,90
1,149
194,35
47,125
100,147
133,26
1,196
159,200
51,32
65,182
153,195
109,72
1,97
13,70
27,109
65,159
151,164
156,80
157,120
76,136
72,83
47,11
81,111
44,70
200,190
172,2
38,160
4,14
124,19
61,57
96,49
157,173
137,63
12,187
173,54
3,5
40,68
186,16
170,80
83,116
22,137
42,137
109,196
23,186
165,187
145,38
161,155
61,26
17,30
0,90
18,110
183,99
1,193
32,66
46,130
198,68
62,155
173,38
51,82
8,194
182,147
3,83
115,55
148,101
138,80
155,10
78,62
27,40
83,27
9,0
9,169
144,199
125,147
183,152
140,116
79,105
108,60
4,194
186,45
195,181
95,4
29,195
134,138
86,169
42,105
142,142
73,119
45,66
71,183
24,122
103,77
6,180
13,193
145,124
32,163
142,158
188,179
171,191
17,168
15,34
110,153
1,119
187,6
180,84
143,35
199,69
33,62
200,108
139,20
41,44
45,146
31,25
147,159
123,157
77,56
179,58
21,83
82,119
24,170
149,25
24,76
196,85
36,128
59,40
162,172
108,21
178,94
156,178
98,188
177,41
39,135
118,97
151,194
124,146
90,161
195,155
184,178
55,110
134,174
94,12
32,173
139,28
113,94
40,197
8,70
109,162
200,119
49,47
161,179
88,150
134,92
89,120
141,91
136,23
194,105
84,54
140,80
86,184
72,135
159,35
165,134
171,71
116,59
148,145
124,16
53,105
109,109
148,113
154,53
67,58
111,154
162,135
12,107
62,164
164,111
183,32
139,69
195,131
153,41
37,139
34,131
7,43
137,121
178,16
27,128
108,69
178,127
113,45
35,76
25,15
152,167
43,74
83,193
94,22
104,70
166,81
59,67
107,4
77,161
146,85
19,17
35,179
184,146
18,189
23,3
67,56
10,158
15,57
59,198
37,70
106,156
122,59
5,100
174,124
191,130
59,89
129,49
145,40
106,149
117,26
171,42
109,42
65,195
141,131
47,45
20,160
74,95
15,17
153,41
114,69
36,124
198,68
152,100
76,61
14,13
108,2
29,128
96,132
54,19
145,67
183,65
16,127
71,10
175,170
129,24
88,91
61,84
95,116
149,58
91,50
51,150
173,56
150,192
197,120
184,122
34,45
181,32
80,122
132,191
19,37
36,103
62,140
156,109
170,195
32,91
64,52
84,57
76,36
45,66
105,175
47,34
66,191
101,106
31,122
40,102
20,159
184,167
131,144
126,109
136,120
3,172
35,169
29,199
6,60
25,50
142,97
111,68
161,61
109,29
159,127
149,74
46,169
29,82
97,1
156,68
179,153
26,168
103,132
175,168
184,142
129,31
61,185
169,117
42,163
56,160
104,23
52,4
188,64
172,149
96,60
67,159
198,26
141,172
109,95
34,95
107,60
4,89
46,66
84,154
183,67
137,163
104,20
131,30
15,199
52,87
51,176
103,104
12,43
183,160
105,0
118,29
46,80
156,108
155,107
30,126
159,96
118,174
172,49
160,6
45,14
127,79
78,80
73,155
194,183
125,88
182,173
84,116
154,100
177,181
67,115
25,77
173,134
88,75
108,29
180,127
197,79
61,183
24,75
184,11
173,72
10,6
132,94
45,196
75,51
197,118
165,193
161,191
142,20
181,160
178,80
138,29
107,16
161,121
113,149
148,152
167,12
26,191
1,183
101,24
182,89
4,73
76,198
58,69
2,82
52,80
114,75
9,177
165,105
52,176
68,185
49,166
119,183
137,116
158,176
183,101
80,163
141,116
83,33
98,105
26,188
70,121
127,14
62,132
188,52
107,122
194,42
132,140
134,192
149,48
1,89
138,36
159,148
123,120
148,173
132,80
199,91
73,116
102,37
170,8
37,97
34,68
8,0
151,102
152,65
178,174
178,166
166,187
172,47
140,17
95,63
185,32
103,132
44,27
173,177
140,70
48,143
96,31
76,88
170,1
33,144
166,187
107,93
141,23
131,153
167,69
31,155
177,127
181,159
112,127
90,49
175,85
77,82
14,35
79,106
196,51
42,178
121,144
87,5
3,138
16,71
10,157
151,60
168,62
154,17
33,151
49,171
148,152
44,94
5,130
178,136
181,130
19,192
41,39
80,13
18,45
166,95
78,85
6,200
106,147
97,4
200,45
92,160
16,31
66,144
54,198
167,94
91,164
154,93
53,28
75,177
16,129
192,69
52,90
134,135
142,101
103,22
20,158
127,4
55,62
102,43
45,67
103,94
71,27
58,170
131,169
0,43
164,200
105,179
79,78
55,71
45,29
191,174
151,114
54,191
80,74
188,62
64,25
158,11
69,62
170,19
131,19
10,170
57,89
108,4
106,29
115,36
50,12
96,25
62,194
32,26
14,18
144,76
106,116
135,162
179,34
110,92
45,133
171,143
52,30
190,185
3,183
50,31
152,179
193,170
195,147
64,10
196,195
120,53
101,160
76,196
51,21
197,194
179,80
49,136
117,195
173,75
54,177
39,22
98,200
49,181
69,28
90,2
41,34
160,138
38,100
186,192
122,144
142,36
55,44
65,20
161,3
192,108
178,90
4,149
194,165
172,99
31,51
63,200
40,142
174,149
168,194
197,170
87,35
153,1
125,142
144,36
91,130
38,179
6,151
107,131
23,178
154,90
104,18
166,155
133,140
95,83
7,198
26,45
145,22
181,124
82,74
133,192
129,158
141,62
97,64
118,64
158,114
1,119
193,43
75,146
37,195
77,92
40,161
164,170
2,152
194,16
119,163
123,98
87,13
168,18
154,19
114,160
150,140
75,185
76,118
5,160
93,195
93,122
196,44
56,33
127,127
28,199
7,60
70,88
88,2
96,59
